class,genus,species,adult_body_mass_g,longevity_y
Mammalia,Chrysospalax,villosus,106.175,-999
Mammalia,Cryptochloris,wintoni,22.88,-999
Mammalia,Cryptochloris,zyli,21.095,-999
Mammalia,Eremitalpa,granti,22.8,2
Mammalia,Neamblysomus,gunningi,57.44,-999
Mammalia,Neamblysomus,julianae,21.99,-999
Mammalia,Echinops,telfairi,166.125,13
Mammalia,Geogale,aurita,6.7,2.083333333
Mammalia,Hemicentetes,nigriceps,124.7,2.666666667
Mammalia,Hemicentetes,semispinosus,133,2.7
Mammalia,Limnogale,mergulus,77.7,-999
Mammalia,Microgale,brevicaudata,8.99,-999
Mammalia,Microgale,cowani,12.235,1.083333333
Mammalia,Microgale,dobsoni,37.8,5.6
Mammalia,Microgale,drouhardi,12.2,1.083333333
Mammalia,Microgale,dryas,40,-999
Mammalia,Microgale,fotsifotsy,7.7,-999
Mammalia,Microgale,gracilis,23.3,-999
Mammalia,Microgale,gymnorhyncha,18.2,-999
Mammalia,Microgale,longicaudata,8.08,-999
Mammalia,Microgale,monticola,13.9,-999
Mammalia,Microgale,parvula,3.53,-999
Mammalia,Microgale,principula,10.2,-999
Mammalia,Microgale,pusilla,3.4,-999
Mammalia,Microgale,soricoides,18.7,-999
Mammalia,Microgale,taiva,12.27,1.083333333
Mammalia,Microgale,talazaci,46.05,5.8
Mammalia,Microgale,thomasi,22.9,2.908333333
Mammalia,Micropotamogale,lamottei,69.595,-999
Mammalia,Micropotamogale,ruwenzorii,109.13,-999
Mammalia,Oryzorictes,hova,35.74,-999
Mammalia,Oryzorictes,tetradactylus,35.99,-999
Mammalia,Potamogale,velox,716.345,-999
Mammalia,Setifer,setosus,304.11,10.54166667
Mammalia,Tenrec,ecaudatus,885.795,6.316666667
Mammalia,Antilocapra,americana,45375,12
Mammalia,Addax,nasomaculatus,94288.68,25.685
Mammalia,Aepyceros,melampus,52500,17.75
Mammalia,Alcelaphus,buselaphus,159000,20
Mammalia,Alcelaphus,caama,159968.93,20
Mammalia,Alcelaphus,lichtensteinii,160847.83,2.908333333
Mammalia,Ammodorcas,clarkei,28274.905,2.620833333
Mammalia,Ammotragus,lervia,92500,21
Mammalia,Antidorcas,marsupialis,33571.24,19.79583333
Mammalia,Antilope,cervicapra,37500,21.25
Mammalia,Beatragus,hunteri,119000,16.6
Mammalia,Bison,bison,624577.07,27
Mammalia,Bison,bonasus,624577.07,27
Mammalia,Bos,frontalis,812571.525,26.2
Mammalia,Bos,grunniens,583500,25
Mammalia,Bos,javanicus,683333.335,27.03333333
Mammalia,Bos,sauveli,795660.88,11.37083333
Mammalia,Bos,taurus,618642.42,20
Mammalia,Boselaphus,tragocamelus,180000,21.68333333
Mammalia,Bubalus,bubalis,827250.485,31.88333333
Mammalia,Bubalus,depressicornis,205994.635,36.08
Mammalia,Bubalus,mindorensis,243861.535,28
Mammalia,Bubalus,quarlesi,165859.43,29.10833333
Mammalia,Budorcas,taxicolor,294515.33,19.58333333
Mammalia,Capra,caucasica,69546.83,20.5375
Mammalia,Capra,falconeri,41000,13
Mammalia,Capra,hircus,60500,20.8
Mammalia,Capra,ibex,77000,20.875
Mammalia,Capra,nubiana,70523.415,18.89166667
Mammalia,Capra,pyrenaica,60898.77,16
Mammalia,Capra,sibirica,82500,20.9
Mammalia,Capra,walie,80000,18.89166667
Mammalia,Capricornis,crispus,43030.64,19.79166667
Mammalia,Capricornis,milneedwardsii,95000,19.75
Mammalia,Capricornis,rubidus,95000,19.75
Mammalia,Capricornis,sumatraensis,95000,19.75
Mammalia,Capricornis,swinhoei,43030.64,18.58333333
Mammalia,Capricornis,thar,95000,19.75
Mammalia,Cephalophus,adersi,10000,15
Mammalia,Cephalophus,brookei,19193.21,-999
Mammalia,Cephalophus,callipygus,19079.23,-999
Mammalia,Cephalophus,dorsalis,11600,17.08
Mammalia,Cephalophus,jentinki,69244.92,21
Mammalia,Cephalophus,leucogaster,12954.345,5.3275
Mammalia,Cephalophus,natalensis,10000,15.14166667
Mammalia,Cephalophus,niger,18100,14.55833333
Mammalia,Cephalophus,nigrifrons,13900,19.66666667
Mammalia,Cephalophus,ogilbyi,19193.21,-999
Mammalia,Cephalophus,rufilatus,12500,15.14166667
Mammalia,Cephalophus,silvicultor,62006.6,22.45833333
Mammalia,Cephalophus,spadix,56857.02,5.414166667
Mammalia,Cephalophus,weynsi,10000,15.2
Mammalia,Cephalophus,zebra,15654.75,12.15583333
Mammalia,Connochaetes,gnou,132250,20
Mammalia,Connochaetes,taurinus,180500,22.9
Mammalia,Damaliscus,korrigum,118597.435,23.54166667
Mammalia,Damaliscus,lunatus,119000,23.57083333
Mammalia,Damaliscus,pygargus,84500,21.53333333
Mammalia,Dorcatragus,megalotis,10918.12,7.541666667
Mammalia,Eudorcas,rufifrons,25000,17.22916667
Mammalia,Eudorcas,rufina,27000,14.4875
Mammalia,Eudorcas,thomsonii,23197.67,14.835
Mammalia,Gazella,arabica,24124.67,18.3
Mammalia,Gazella,bennettii,22278.415,18.3
Mammalia,Gazella,cuvieri,20348.835,11.74166667
Mammalia,Gazella,dorcas,47386.47,20.775
Mammalia,Gazella,gazella,35318.235,19.50416667
Mammalia,Gazella,leptoceros,24645.75,14.27916667
Mammalia,Gazella,saudiya,32185.735,20.75
Mammalia,Gazella,spekei,20000,13.73916667
Mammalia,Gazella,subgutturosa,37740.685,16.3
Mammalia,Hemitragus,hylocrius,74593.205,17.23333333
Mammalia,Hemitragus,jayakari,22210.18,14
Mammalia,Hemitragus,jemlahicus,35200,21.8
Mammalia,Hippotragus,equinus,233500,25.78333333
Mammalia,Hippotragus,leucophaeus,225000,25.78333333
Mammalia,Hippotragus,niger,225000,22.2
Mammalia,Kobus,ellipsiprymnus,175333,19.31
Mammalia,Kobus,kob,92517.605,21.9
Mammalia,Kobus,leche,91722.52,21.97333333
Mammalia,Kobus,megaceros,87902.965,21.04166667
Mammalia,Kobus,vardonii,75748.965,21.9
Mammalia,Litocranius,walleri,41333.33,13
Mammalia,Madoqua,guentheri,4550,15.30833333
Mammalia,Madoqua,kirkii,4833.4,16.85833333
Mammalia,Madoqua,piacentinii,3250,14
Mammalia,Madoqua,saltiana,3337.235,9.995833333
Mammalia,Naemorhedus,baileyi,28829.98,17.6
Mammalia,Naemorhedus,caudatus,27666.67,17.575
Mammalia,Naemorhedus,goral,28796.51,17.575
Mammalia,Naemorhedus,griseus,27666.67,17.575
Mammalia,Nanger,dama,73000,19.21666667
Mammalia,Nanger,granti,61232.23,19.66666667
Mammalia,Nanger,soemmerringii,41582.93,15.48333333
Mammalia,Neotragus,batesi,2733.725,14
Mammalia,Neotragus,moschatus,6500,13.4875
Mammalia,Neotragus,pygmaeus,4200,12
Mammalia,Oreamnos,americanus,77227.7,19.16833333
Mammalia,Oreotragus,oreotragus,13000,17.83166667
Mammalia,Oryx,beisa,103750,20.25
Mammalia,Oryx,dammah,177500,23.625
Mammalia,Oryx,gazella,37500,20.75
Mammalia,Oryx,leucoryx,121350,20.7125
Mammalia,Ourebia,ourebi,17186.09,15.83
Mammalia,Ovibos,moschatus,312500,24
Mammalia,Ovis,ammon,160000,15.89833333
Mammalia,Ovis,aries,110000,16.96666667
Mammalia,Ovis,canadensis,69125,20.6
Mammalia,Ovis,dalli,70194.13,20.02083333
Mammalia,Ovis,nivicola,69125,20.6
Mammalia,Pantholops,hodgsonii,30116.56,-999
Mammalia,Pelea,capreolus,23865.665,12.31916667
Mammalia,Philantomba,maxwellii,6250,14.06666667
Mammalia,Philantomba,monticola,4896.05,12
Mammalia,Procapra,gutturosa,28274.27,7
Mammalia,Procapra,picticaudata,23197.67,5.5875
Mammalia,Procapra,przewalskii,25348.83,5.5875
Mammalia,Pseudois,nayaur,52334.57,20.84583333
Mammalia,Pseudois,schaeferi,49500.62,20.84583333
Mammalia,Pseudoryx,nghetinhensis,97842.2,-999
Mammalia,Raphicerus,campestris,11333.33,9.316666667
Mammalia,Raphicerus,melanotis,10503.14,10.825
Mammalia,Raphicerus,sharpei,9396.9,14
Mammalia,Redunca,arundinum,58000,16.73333333
Mammalia,Redunca,fulvorufula,30000,12.33
Mammalia,Redunca,redunca,41644.475,18
Mammalia,Rupicapra,pyrenaica,31633.175,17.6
Mammalia,Rupicapra,rupicapra,35383.175,17.6
Mammalia,Saiga,borealis,37992.005,12
Mammalia,Saiga,tatarica,37992.005,12
Mammalia,Sylvicapra,grimmia,18500,14.33166667
Mammalia,Syncerus,caffer,646332.99,29.5
Mammalia,Taurotragus,derbianus,562592.69,23.6
Mammalia,Taurotragus,oryx,291250,25
Mammalia,Tetracerus,quadricornis,19000,10.83333333
Mammalia,Tragelaphus,angasii,100666.67,16
Mammalia,Tragelaphus,buxtoni,216500.375,13.3625
Mammalia,Tragelaphus,eurycerus,270998.37,19.41666667
Mammalia,Tragelaphus,imberbis,82500,18.91666667
Mammalia,Tragelaphus,scriptus,43250.39,14.1125
Mammalia,Tragelaphus,spekii,87500,21.5
Mammalia,Tragelaphus,strepsiceros,206056.41,23
Mammalia,Camelus,bactrianus,475000,35.4
Mammalia,Camelus,dromedarius,434000,34.2
Mammalia,Lama,glama,112500,28.66666667
Mammalia,Vicugna,vicugna,50000,26.73333333
Mammalia,Alces,alces,351000,27
Mammalia,Alces,americanus,368500,26
Mammalia,Axis,axis,45500,20.8
Mammalia,Axis,calamianensis,39812.6,20
Mammalia,Axis,kuhlii,43000,20
Mammalia,Axis,porcinus,37448.29,20
Mammalia,Blastocerus,dichotomus,102500,13.7
Mammalia,Capreolus,capreolus,21666.685,17.23333333
Mammalia,Capreolus,pygargus,21666.7,17
Mammalia,Cervus,elaphus,160166.665,26.9
Mammalia,Cervus,nippon,52999.99,25.41833333
Mammalia,Dama,dama,63612.305,21.1
Mammalia,Elaphodus,cephalophus,33500,22.625
Mammalia,Elaphurus,davidianus,165989.17,23.3
Mammalia,Hippocamelus,antisensis,68599.675,10.6
Mammalia,Hippocamelus,bisulcus,69620.405,10.73333333
Mammalia,Hydropotes,inermis,12760.04,12.94583333
Mammalia,Mazama,americana,23000,13.81666667
Mammalia,Mazama,bricenii,16499.85,4.0375
Mammalia,Mazama,chunyi,16071.74,-999
Mammalia,Mazama,gouazoubira,16650,13.4
Mammalia,Mazama,nana,16499.85,-999
Mammalia,Mazama,pandora,20546.86,14.31666667
Mammalia,Mazama,rufina,14649.625,6.075
Mammalia,Mazama,temama,23000,13.81666667
Mammalia,Muntiacus,atherodes,18939.1,-999
Mammalia,Muntiacus,crinifrons,18590.01,11.975
Mammalia,Muntiacus,feae,21999.99,11.64166667
Mammalia,Muntiacus,gongshanensis,18590.01,-999
Mammalia,Muntiacus,muntjak,17611.59,17.6
Mammalia,Muntiacus,reevesi,13499.94,23.125
Mammalia,Muntiacus,rooseveltorum,13499.94,21.39583333
Mammalia,Muntiacus,vuquangensis,36690.82,-999
Mammalia,Odocoileus,hemionus,57000,22
Mammalia,Odocoileus,virginianus,65320,21.6
Mammalia,Ozotoceros,bezoarticus,34620.4,21.875
Mammalia,Przewalskium,albirostris,135000,20.1
Mammalia,Pudu,mephistophiles,9674.98,10
Mammalia,Pudu,puda,9642.62,15.10833333
Mammalia,Rangifer,tarandus,101250,20.2
Mammalia,Rucervus,duvaucelii,171223.86,23.68333333
Mammalia,Rucervus,eldii,95471.61,19.58333333
Mammalia,Rucervus,schomburgki,107626.42,17.96666667
Mammalia,Rusa,alfredi,63000,21.09166667
Mammalia,Rusa,marianna,49457.61,17.38333333
Mammalia,Rusa,timorensis,63000,21.08333333
Mammalia,Rusa,unicolor,177522.9,26.40833333
Mammalia,Giraffa,camelopardalis,800000,36.3
Mammalia,Okapia,johnstoni,230001.14,33
Mammalia,Hexaprotodon,liberiensis,215000,42.3
Mammalia,Hippopotamus,amphibius,2.64E+06,54.5
Mammalia,Moschus,anhuiensis,12488.705,12.94583333
Mammalia,Moschus,berezovskii,11688.705,-999
Mammalia,Moschus,chrysogaster,12348.95,-999
Mammalia,Moschus,cupreus,12907.785,12.94583333
Mammalia,Moschus,fuscus,13697.9,-999
Mammalia,Moschus,leucogaster,12907.785,12.94583333
Mammalia,Moschus,moschiferus,12907.785,12.94583333
Mammalia,Babyrousa,babyrussa,92950.09,24
Mammalia,Babyrousa,bolabatuensis,92950.09,24
Mammalia,Babyrousa,celebensis,92950.09,24
Mammalia,Babyrousa,togeanensis,92950.09,24
Mammalia,Hylochoerus,meinertzhageni,200315.235,13.325
Mammalia,Phacochoerus,aethiopicus,73303.76,18.8
Mammalia,Phacochoerus,africanus,91249.995,20.79166667
Mammalia,Potamochoerus,larvatus,70500.155,20
Mammalia,Potamochoerus,porcus,71000,20
Mammalia,Sus,ahoenobarbus,102750,16.16666667
Mammalia,Sus,barbatus,102750,16.16666667
Mammalia,Sus,cebifrons,102750,15.06666667
Mammalia,Sus,celebensis,76000,14
Mammalia,Sus,oliveri,102750,15.06666667
Mammalia,Sus,philippensis,102750,15.06666667
Mammalia,Sus,salvanius,8000,12
Mammalia,Sus,scrofa,135000,21
Mammalia,Sus,verrucosus,82703.115,14
Mammalia,Catagonus,wagneri,35433.2,9
Mammalia,Pecari,tajacu,20500,24.7
Mammalia,Tayassu,pecari,31798.71,21.08333333
Mammalia,Hyemoschus,aquaticus,11550,13
Mammalia,Moschiola,meminna,2450,14.475
Mammalia,Tragulus,javanicus,1753.965,12
Mammalia,Tragulus,kanchil,3850,14
Mammalia,Tragulus,napu,3850,14
Mammalia,Tragulus,nigricans,3850,14
Mammalia,Tragulus,williamsoni,3850,14
Mammalia,Ailurus,fulgens,4747.54,17.5
Mammalia,Atelocynus,microtis,9500,11
Mammalia,Canis,adustus,10321.245,14
Mammalia,Canis,aureus,11000,16
Mammalia,Canis,latrans,11050,21.79583333
Mammalia,Canis,lupus,29190.755,20
Mammalia,Canis,mesomelas,8247.3,14
Mammalia,Canis,simensis,13518.43,-999
Mammalia,Cerdocyon,thous,5741.66,11.5
Mammalia,Chrysocyon,brachyurus,22250,15.66666667
Mammalia,Cuon,alpinus,15750,16
Mammalia,Dusicyon,australis,21083,5.241666667
Mammalia,Lycalopex,culpaeus,13000,13.07916667
Mammalia,Lycalopex,fulvipes,3990,10.9
Mammalia,Lycalopex,griseus,3990,10.9
Mammalia,Lycalopex,gymnocercus,4690,13.7
Mammalia,Lycalopex,sechurae,4117,9.9
Mammalia,Lycalopex,vetulus,5444,12.55833333
Mammalia,Lycaon,pictus,24249.995,15.05833333
Mammalia,Nyctereutes,procyonoides,4232,12.5
Mammalia,Otocyon,megalotis,4150,13.8
Mammalia,Speothos,venaticus,6000,10.33333333
Mammalia,Urocyon,cinereoargenteus,4220,15.56666667
Mammalia,Urocyon,littoralis,1906.835,9.241666667
Mammalia,Vulpes,bengalensis,2157.2,9
Mammalia,Vulpes,cana,994.25,10
Mammalia,Vulpes,chama,3459.9,10
Mammalia,Vulpes,corsac,2700,13
Mammalia,Vulpes,ferrilata,2700,11
Mammalia,Vulpes,lagopus,3600,15
Mammalia,Vulpes,macrotis,2088,15.88333333
Mammalia,Vulpes,pallida,10148.9,19.5
Mammalia,Vulpes,rueppellii,3200,14.225
Mammalia,Vulpes,velox,2088,15.89166667
Mammalia,Vulpes,vulpes,4580.3,15
Mammalia,Vulpes,zerda,1207.5,14.58333333
Mammalia,Cryptoprocta,ferox,9500,20
Mammalia,Eupleres,goudotii,2881.67,0.25
Mammalia,Fossa,fossana,1853.98,11
Mammalia,Galidia,elegans,800,18.78333333
Mammalia,Galidictis,fasciata,549.99,2.491666667
Mammalia,Galidictis,grandidieri,1400,-999
Mammalia,Mungotictis,decemlineata,678.515,11.39166667
Mammalia,Salanoia,concolor,711.49,4.8
Mammalia,Acinonyx,jubatus,50577.92,19
Mammalia,Caracal,caracal,14000,18
Mammalia,Catopuma,badia,3429.52,-999
Mammalia,Catopuma,temminckii,11500,21.5
Mammalia,Felis,bieti,5486.95,17.9
Mammalia,Felis,catus,4573.08,19
Mammalia,Felis,chaus,10000,19.97916667
Mammalia,Felis,manul,3500,15.60416667
Mammalia,Felis,margarita,2750,13.725
Mammalia,Felis,nigripes,2125,13.775
Mammalia,Felis,silvestris,5036.54,18
Mammalia,Leopardus,braccatus,2950,19.55
Mammalia,Leopardus,colocolo,2950,19.575
Mammalia,Leopardus,geoffroyi,4000,23
Mammalia,Leopardus,guigna,-999,11.30833333
Mammalia,Leopardus,jacobitus,8133.78,-999
Mammalia,Leopardus,pardalis,10500,24.76666667
Mammalia,Leopardus,tigrinus,2250,21.79166667
Mammalia,Leopardus,wiedii,3600,21
Mammalia,Leptailurus,serval,11999.96,22.4
Mammalia,Lynx,canadensis,9682.82,26.76666667
Mammalia,Lynx,lynx,21150,23.7
Mammalia,Lynx,pardinus,10225,11.28333333
Mammalia,Lynx,rufus,9400,26.8
Mammalia,Neofelis,nebulosa,19500,19.5
Mammalia,Panthera,leo,149061.965,27
Mammalia,Panthera,onca,81150,23
Mammalia,Panthera,pardus,53074.995,23
Mammalia,Panthera,tigris,128800,26.275
Mammalia,Pardofelis,marmorata,47362.495,23
Mammalia,Prionailurus,bengalensis,4150,15
Mammalia,Prionailurus,iriomotensis,4150,15
Mammalia,Prionailurus,planiceps,5141.88,14.15416667
Mammalia,Prionailurus,rubiginosus,1350,17.88333333
Mammalia,Prionailurus,viverrinus,10650,17.13333333
Mammalia,Profelis,aurata,10650,19.85833333
Mammalia,Puma,concolor,48000,21.85416667
Mammalia,Puma,yagouaroundi,7000,16.775
Mammalia,Uncia,uncia,47812.5,21
Mammalia,Atilax,paludinosus,3300,18.20833333
Mammalia,Bdeogale,crassicauda,1646.065,10.81666667
Mammalia,Bdeogale,jacksoni,2500,15.8
Mammalia,Bdeogale,nigripes,2311.505,15.8
Mammalia,Crossarchus,alexandri,1503.4,3.991666667
Mammalia,Crossarchus,ansorgei,700,-999
Mammalia,Crossarchus,obscurus,790,9
Mammalia,Crossarchus,platycephalus,790,9
Mammalia,Cynictis,penicillata,598.5,15.18333333
Mammalia,Dologale,dybowskii,361.92,-999
Mammalia,Galerella,flavescens,750,-999
Mammalia,Galerella,pulverulenta,683,11.64166667
Mammalia,Galerella,sanguinea,509.8,9.2375
Mammalia,Helogale,hirtula,484.63,9.65
Mammalia,Helogale,parvula,274.8,14.44166667
Mammalia,Herpestes,brachyurus,1396.16,8.9
Mammalia,Herpestes,edwardsi,1008,12.30416667
Mammalia,Herpestes,fuscus,519.6,8.9
Mammalia,Herpestes,ichneumon,2950.01,16.3625
Mammalia,Herpestes,javanicus,775,13.275
Mammalia,Herpestes,naso,3002.08,11.30833333
Mammalia,Herpestes,semitorquatus,1396.16,8.9
Mammalia,Herpestes,smithii,1702.5,17.8
Mammalia,Herpestes,urva,2123.695,13.30833333
Mammalia,Herpestes,vitticollis,2315,12.80416667
Mammalia,Ichneumia,albicauda,3500,12
Mammalia,Liberiictis,kuhni,1825.47,4.658333333
Mammalia,Mungos,gambianus,1644.98,5.408333333
Mammalia,Mungos,mungo,1331.5,12
Mammalia,Paracynictis,selousi,1734.86,-999
Mammalia,Rhynchogale,melleri,2240.33,-999
Mammalia,Suricata,suricatta,776,12.66666667
Mammalia,Crocuta,crocuta,63000,41.1
Mammalia,Hyaena,brunnea,42977.93,23
Mammalia,Hyaena,hyaena,35070.51,24
Mammalia,Proteles,cristata,8119.695,19.45833333
Mammalia,Conepatus,chinga,3400,10
Mammalia,Conepatus,humboldtii,2248.805,8.3
Mammalia,Conepatus,leuconotus,2645.29,7
Mammalia,Conepatus,semistriatus,1598.67,-999
Mammalia,Mephitis,macroura,1031.38,8.733333333
Mammalia,Mephitis,mephitis,2949.995,12.44583333
Mammalia,Mydaus,javanensis,2500,-999
Mammalia,Mydaus,marchei,2500,-999
Mammalia,Spilogale,angustifrons,612,11.05833333
Mammalia,Spilogale,gracilis,612,10.77916667
Mammalia,Spilogale,putorius,583.245,10
Mammalia,Spilogale,pygmaea,312.5,-999
Mammalia,Aonyx,capensis,21411.11,14
Mammalia,Aonyx,cinerea,3000,16
Mammalia,Arctonyx,collaris,10500,14.81666667
Mammalia,Eira,barbara,4134.99,18
Mammalia,Enhydra,lutris,943.25,19
Mammalia,Galictis,cuja,1000,10.2
Mammalia,Galictis,vittata,2325,11.15416667
Mammalia,Gulo,gulo,12792.49,18
Mammalia,Hydrictis,maculicollis,4000,22.8875
Mammalia,Ictonyx,libyca,362.59,5
Mammalia,Ictonyx,striatus,811.02,13.33333333
Mammalia,Lontra,canadensis,8087.42,23.93333333
Mammalia,Lontra,felina,11195.36,3.408333333
Mammalia,Lontra,longicaudis,7027.485,14.89166667
Mammalia,Lontra,provocax,7499.98,-999
Mammalia,Lutra,lutra,7809.345,18.2
Mammalia,Lutra,nippon,7809.345,18.2
Mammalia,Lutra,sumatrana,5970.68,-999
Mammalia,Lutrogale,perspicillata,8956.245,17.69166667
Mammalia,Lyncodon,patagonicus,1000,10.2
Mammalia,Martes,americana,892,17.71666667
Mammalia,Martes,flavigula,2500,14
Mammalia,Martes,foina,1700,18.09166667
Mammalia,Martes,gwatkinsii,2038.49,-999
Mammalia,Martes,martes,1299.995,17
Mammalia,Martes,melampus,1000,12.30833333
Mammalia,Martes,pennanti,3175,10.14666667
Mammalia,Martes,zibellina,1066.7,18.38333333
Mammalia,Meles,anakuma,11884.03,16.2
Mammalia,Meles,leucurus,11884.03,16.2
Mammalia,Meles,meles,11884.03,16.2
Mammalia,Mellivora,capensis,10000,26.5
Mammalia,Melogale,everetti,1922.63,-999
Mammalia,Melogale,moschata,805.25,14.75
Mammalia,Melogale,orientalis,1922.63,-999
Mammalia,Melogale,personata,1922.63,-999
Mammalia,Mustela,africana,536.98,-999
Mammalia,Mustela,altaica,175.62,-999
Mammalia,Mustela,erminea,110.33,11.14166667
Mammalia,Mustela,eversmanii,975.55,11.1
Mammalia,Mustela,felipei,211.3,-999
Mammalia,Mustela,frenata,170.315,7.4
Mammalia,Mustela,itatsi,530.85,8.816666667
Mammalia,Mustela,kathiah,263.74,-999
Mammalia,Mustela,lutreola,566.44,10
Mammalia,Mustela,lutreolina,498.55,8.816666667
Mammalia,Mustela,nigripes,907.1,12
Mammalia,Mustela,nivalis,49.75,9.55
Mammalia,Mustela,nudipes,569.42,1.166666667
Mammalia,Mustela,putorius,809,11.1
Mammalia,Mustela,sibirica,530.85,8.816666667
Mammalia,Mustela,strigidorsa,1500,-999
Mammalia,Mustela,subpalmata,49.75,9.55
Mammalia,Neovison,macrodon,-999,-999
Mammalia,Neovison,vison,899.75,10.69583333
Mammalia,Poecilogale,albinucha,282.83,5.2
Mammalia,Pteronura,brasiliensis,24000,13.66666667
Mammalia,Taxidea,taxus,8000,26
Mammalia,Vormela,peregusna,542.5,8.9
Mammalia,Nandinia,binotata,2167.2,17.16666667
Mammalia,Odobenus,rosmarus,846498.125,40
Mammalia,Arctocephalus,australis,67979.43,30.2625
Mammalia,Arctocephalus,forsteri,67979.43,26.52083333
Mammalia,Arctocephalus,galapagoensis,45000,22
Mammalia,Arctocephalus,gazella,67979.43,22.95
Mammalia,Arctocephalus,philippii,94999.99,18
Mammalia,Arctocephalus,pusillus,127551,21
Mammalia,Arctocephalus,townsendi,101063.71,23
Mammalia,Arctocephalus,tropicalis,71111.275,20.19166667
Mammalia,Callorhinus,ursinus,55464.82,26
Mammalia,Eumetopias,jubatus,382466.74,30
Mammalia,Neophoca,cinerea,189274.99,16
Mammalia,Otaria,flavescens,193670.53,24.8
Mammalia,Phocarctos,hookeri,273499.99,12.9125
Mammalia,Zalophus,californianus,158597.43,30
Mammalia,Zalophus,japonicus,158597.43,30
Mammalia,Zalophus,wollebaeki,158597.43,30
Mammalia,Cystophora,cristata,245448.405,35
Mammalia,Erignathus,barbatus,283333.33,31
Mammalia,Halichoerus,grypus,197570.01,44.5
Mammalia,Histriophoca,fasciata,68250,26.5
Mammalia,Hydrurga,leptonyx,375671.075,26
Mammalia,Leptonychotes,weddellii,410833.335,25
Mammalia,Lobodon,carcinophaga,238333.33,37.5
Mammalia,Mirounga,angustirostris,914528.74,15.8
Mammalia,Mirounga,leonina,1.40E+06,21.47916667
Mammalia,Monachus,monachus,284940.665,23.68333333
Mammalia,Monachus,schauinslandi,197758.36,26.35416667
Mammalia,Monachus,tropicalis,197758.36,12.74583333
Mammalia,Ommatophoca,rossii,197959.395,21
Mammalia,Pagophilus,groenlandicus,141125,30
Mammalia,Phoca,largha,93097.92,35
Mammalia,Phoca,vitulina,94283.33,40
Mammalia,Pusa,caspica,86658.33,43.5
Mammalia,Pusa,hispida,88070,43
Mammalia,Pusa,sibirica,89499.99,56
Mammalia,Bassaricyon,alleni,1238.75,24.86666667
Mammalia,Bassaricyon,beddardi,1235.01,-999
Mammalia,Bassaricyon,gabbii,1242.5,24
Mammalia,Bassaricyon,lasius,1200,-999
Mammalia,Bassaricyon,pauli,1200,8.733333333
Mammalia,Bassariscus,astutus,1010.37,16
Mammalia,Bassariscus,sumichrasti,906,23.375
Mammalia,Nasua,narica,3750,22.01666667
Mammalia,Nasua,nasua,4000,20.6625
Mammalia,Nasuella,olivacea,1339.99,1.5
Mammalia,Potos,flavus,2420.905,32
Mammalia,Procyon,cancrivorus,6270,16.48333333
Mammalia,Procyon,lotor,5075,20.58333333
Mammalia,Procyon,pygmaeus,2958.03,-999
Mammalia,Ailuropoda,melanoleuca,117500,32
Mammalia,Helarctos,malayanus,46000,31
Mammalia,Melursus,ursinus,99999.99,36.65
Mammalia,Tremarctos,ornatus,109250,36.41666667
Mammalia,Ursus,americanus,132405,31.72083333
Mammalia,Ursus,arctos,240500,43.5
Mammalia,Ursus,maritimus,371703.81,43.775
Mammalia,Ursus,thibetanus,99714.19,37.42083333
Mammalia,Arctictis,binturong,12999.99,24.30833333
Mammalia,Arctogalidia,trivirgata,2250,15.94166667
Mammalia,Chrotogale,owstoni,3258.855,12.64166667
Mammalia,Civettictis,civetta,13666.67,28
Mammalia,Cynogale,bennettii,4123.285,5
Mammalia,Diplogale,hosei,5452.04,0.166666667
Mammalia,Genetta,abyssinica,1405.48,13.80833333
Mammalia,Genetta,angolensis,1859.64,5.825
Mammalia,Genetta,cristata,1519.535,24.1125
Mammalia,Genetta,genetta,1866.67,21.6
Mammalia,Genetta,johnstoni,2225,-999
Mammalia,Genetta,maculata,2225,20.3125
Mammalia,Genetta,pardina,1820,20.3125
Mammalia,Genetta,piscivora,1648.05,-999
Mammalia,Genetta,poensis,1820,20.3125
Mammalia,Genetta,servalina,1175.84,14.225
Mammalia,Genetta,thierryi,1400,4.908333333
Mammalia,Genetta,tigrina,1760,18.10416667
Mammalia,Genetta,victoriae,2743.69,1.166666667
Mammalia,Hemigalus,derbyanus,2375,16
Mammalia,Macrogalidia,musschenbroekii,5148.86,-999
Mammalia,Paguma,larvata,4300,18
Mammalia,Paradoxurus,hermaphroditus,3180,23.39166667
Mammalia,Paradoxurus,jerdoni,3530.33,11.7375
Mammalia,Paradoxurus,zeylonensis,2600.65,17.71666667
Mammalia,Poiana,leightoni,570.08,5.316666667
Mammalia,Poiana,richardsonii,570.08,5.316666667
Mammalia,Prionodon,linsang,691.415,10.7
Mammalia,Prionodon,pardicolor,2821.34,13.475
Mammalia,Viverra,civettina,12871.125,28
Mammalia,Viverra,megaspila,-999,7.733333333
Mammalia,Viverra,tangalunga,7349.99,12
Mammalia,Viverra,zibetha,10000,20
Mammalia,Viverricula,indica,2959.44,10.5
Mammalia,Balaena,mysticetus,8.00E+07,40
Mammalia,Eubalaena,australis,2.30E+07,70
Mammalia,Eubalaena,glacialis,2.30E+07,67
Mammalia,Eubalaena,japonica,2.30E+07,67
Mammalia,Balaenoptera,acutorostrata,7.50E+06,48.5
Mammalia,Balaenoptera,bonaerensis,7.50E+06,50
