class,genus,species,adult_body_mass_g,longevity_y
Aves,Atlapetes,schistaceus,30.675,-999
Aves,Atlapetes,seebohmi,41.775,-999
Aves,Atlapetes,semirufus,30.85,-999
Aves,Atlapetes,tricolor,35.625,-999
Aves,Calamospiza,melanocorys,37.4,4
Aves,Chlorospingus,canigularis,18,-999
Aves,Chlorospingus,flavigularis,26.25,-999
Aves,Chlorospingus,flavopectus,23.1,-999
Aves,Chlorospingus,flavovirens,25,-999
Aves,Chlorospingus,inornatus,28.1,-999
Aves,Chlorospingus,parvirostris,24,-999
Aves,Chlorospingus,pileatus,20.65,-999
Aves,Chlorospingus,semifuscus,20.1,-999
Aves,Chlorospingus,tacarcunae,18.9,-999
Aves,Chondestes,grammacus,28.52475,7.8
Aves,Emberiza,affinis,15.325,-999
Aves,Emberiza,aureola,21.15,7
Aves,Emberiza,bruniceps,24.5,-999
Aves,Emberiza,buchanani,21.15,-999
Aves,Emberiza,cabanisi,24.75,-999
Aves,Emberiza,caesia,21,-999
Aves,Emberiza,calandra,48.8,10.5
Aves,Emberiza,capensis,21.45,-999
Aves,Emberiza,chrysophrys,18,-999
Aves,Emberiza,cia,23.075,-999
Aves,Emberiza,cineracea,24.3,-999
Aves,Emberiza,cioides,22.1,-999
Aves,Emberiza,cirlus,25.25,6.0915
Aves,Emberiza,citrinella,29.7,13
Aves,Emberiza,elegans,17.175,-999
Aves,Emberiza,flaviventris,17.925,-999
Aves,Emberiza,fucata,19.8,-999
Aves,Emberiza,godlewskii,23.075,-999
Aves,Emberiza,goslingi,13.63333333,-999
Aves,Emberiza,hortulana,21.075,5.834
Aves,Emberiza,impetuani,14.925,-999
Aves,Emberiza,jankowskii,21.25,-999
Aves,Emberiza,lathami,21.7,-999
Aves,Emberiza,leucocephalos,28.1,-999
Aves,Emberiza,melanocephala,28.4,10.5
Aves,Emberiza,pallasi,17.4,11.225
Aves,Emberiza,poliopleura,15.8,-999
Aves,Emberiza,pusilla,14.95,-999
Aves,Emberiza,rustica,20.1,-999
Aves,Emberiza,rutila,17.375,-999
Aves,Emberiza,sahari,14.8,-999
Aves,Emberiza,schoeniclus,18.8,11.225
Aves,Emberiza,socotrana,14.5,-999
Aves,Emberiza,spodocephala,17.725,-999
Aves,Emberiza,stewarti,16.5,-999
Aves,Emberiza,striolata,14.8,-999
Aves,Emberiza,sulphurata,14.9,-999
Aves,Emberiza,tahapisi,13.63333333,-999
Aves,Emberiza,tristrami,17.75,-999
Aves,Emberiza,variabilis,24.625,-999
Aves,Emberiza,vincenti,21.45,-999
Aves,Emberiza,yessoensis,13.5,-999
Aves,Gubernatrix,cristata,48,-999
Aves,Junco,hyemalis,19.475,10.75
Aves,Junco,insularis,19.475,10.75
Aves,Junco,phaeonotus,20.4,6.6
Aves,Junco,vulcani,28,-999
Aves,Melospiza,georgiana,16.575,5.416666667
Aves,Melospiza,lincolnii,17.4,7.6
Aves,Melospiza,melodia,23.35,11.15
Aves,Melozone,aberti,46.05,8.6
Aves,Melozone,albicollis,46.2,-999
Aves,Melozone,biarcuata,29.5,-999
Aves,Melozone,cabanisi,29.5,-999
Aves,Melozone,crissalis,47,12.8
Aves,Melozone,fusca,44.89166667,12.8
Aves,Melozone,kieneri,38.7,-999
Aves,Melozone,leucotis,39.9,-999
Aves,Oriturus,superciliosus,43.35,-999
Aves,Passerculus,sandwichensis,20.2,6.8
Aves,Passerella,iliaca,33.8,10
Aves,Peucaea,aestivalis,19.65,3
Aves,Peucaea,botterii,20.125,-999
Aves,Peucaea,carpalis,15.3,-999
Aves,Peucaea,cassinii,18.825,-999
Aves,Peucaea,humeralis,22.95,-999
Aves,Peucaea,mystacalis,22.2,-999
Aves,Peucaea,ruficauda,28.25,-999
Aves,Peucaea,sumichrasti,29.45,-999
Aves,Pezopetes,capitalis,55.8,-999
Aves,Pipilo,chlorurus,29.26666667,7.7
Aves,Pipilo,erythrophthalmus,40.3,11.81666667
Aves,Pipilo,maculatus,39.85,11
Aves,Pipilo,ocai,61.5,-999
Aves,Pooecetes,gramineus,25.15,7.491666667
Aves,Pselliophorus,tibialis,30.4,-999
Aves,Rhynchospiza,stolzmanni,25.65,-999
Aves,Rhynchospiza,strigiceps,22.15,-999
Aves,Spizella,arborea,17.85,10.75
Aves,Spizella,atrogularis,11.6,-999
Aves,Spizella,breweri,10.9,5.2
Aves,Spizella,pallida,11.7,6
Aves,Spizella,passerina,12.3,9.8
Aves,Spizella,pusilla,12.8,8.8
Aves,Spizella,wortheni,12.5,8.8
Aves,Torreornis,inexpectata,25,-999
Aves,Xenospiza,baileyi,17.4,-999
Aves,Zonotrichia,albicollis,25.35,9.7
Aves,Zonotrichia,atricapilla,31.625,10.5
Aves,Zonotrichia,capensis,21,5
Aves,Zonotrichia,georgiana,17,5.416666667
Aves,Zonotrichia,leucophrys,27.96,13.3
Aves,Zonotrichia,querula,35.55,11.7
Aves,Erythrocercus,holochlorus,6,-999
Aves,Erythrocercus,livingstonei,5.8,-999
Aves,Erythrocercus,mccallii,7.2,-999
Aves,Amadina,erythrocephala,23.15,-999
Aves,Amadina,fasciata,17.9,-999
Aves,Amandava,amandava,9.6,-999
Aves,Amandava,subflava,7.55,-999
Aves,Clytospiza,monteiri,14.9,-999
Aves,Coccopygia,bocagei,7.05,-999
Aves,Coccopygia,melanotis,7.05,-999
Aves,Coccopygia,quartinia,6.9,-999
Aves,Cryptospiza,jacksoni,13.55,-999
Aves,Cryptospiza,reichenovii,12.7,-999
Aves,Cryptospiza,salvadorii,12.45,-999
Aves,Cryptospiza,shelleyi,17.6,-999
Aves,Emblema,pictum,10.4,-999
Aves,Erythrura,coloria,11.275,-999
Aves,Erythrura,cyaneovirens,12.875,-999
Aves,Erythrura,gouldiae,14.5,-999
Aves,Erythrura,hyperythra,11.25,-999
Aves,Erythrura,kleinschmidti,21,-999
Aves,Erythrura,papuana,19.95,-999
Aves,Erythrura,pealii,12.875,-999
Aves,Erythrura,prasina,11.5,-999
Aves,Erythrura,psittacea,11.5,-999
Aves,Erythrura,regia,12.875,-999
Aves,Erythrura,trichroa,14.25,-999
Aves,Erythrura,viridifacies,-999,-999
Aves,Estrilda,astrild,8.183333333,-999
Aves,Estrilda,atricapilla,7.8,-999
Aves,Estrilda,caerulescens,8.9,-999
Aves,Estrilda,charmosyna,9.1,-999
Aves,Estrilda,erythronotos,9.2,-999
Aves,Estrilda,kandti,7.8,-999
Aves,Estrilda,melpoda,7.675,-999
Aves,Estrilda,nigriloris,8.183333333,-999
Aves,Estrilda,nonnula,7.7,-999
Aves,Estrilda,ochrogaster,7.55,-999
Aves,Estrilda,paludicola,7.55,-999
Aves,Estrilda,perreini,7.425,-999
Aves,Estrilda,poliopareia,7.55,-999
Aves,Estrilda,rhodopyga,7.875,-999
Aves,Estrilda,rufibarba,8.5,-999
Aves,Estrilda,thomensis,7.6,-999
Aves,Estrilda,troglodytes,7.575,-999
Aves,Euodice,cantans,12,10
Aves,Euodice,malabarica,12,-999
Aves,Euschistospiza,cinereovinacea,11.5,-999
Aves,Euschistospiza,dybowskii,13.3,-999
Aves,Heteromunia,pectoralis,15.2,-999
Aves,Hypargos,margaritatus,12.775,-999
Aves,Hypargos,niveoguttatus,14.65,-999
Aves,Lagonosticta,landanae,10.075,-999
Aves,Lagonosticta,larvata,9.65,-999
Aves,Lagonosticta,nitidula,10.6,-999
Aves,Lagonosticta,rara,10.1,-999
Aves,Lagonosticta,rhodopareia,9.3,-999
Aves,Lagonosticta,rubricata,10.075,-999
Aves,Lagonosticta,rufopicta,9.3,-999
Aves,Lagonosticta,sanguinodorsalis,11.4,-999
Aves,Lagonosticta,senegala,8.725,5.833333333
Aves,Lagonosticta,virata,9.75,-999
Aves,Lemuresthes,nana,8.2,-999
Aves,Lonchura,atricapilla,12.7,-999
Aves,Lonchura,bicolor,9.5,-999
Aves,Lonchura,caniceps,9.9,-999
Aves,Lonchura,castaneothorax,13.3,-999
Aves,Lonchura,cucullata,9.1,-999
Aves,Lonchura,ferruginosa,12.8,-999
Aves,Lonchura,flaviprymna,11.65,-999
Aves,Lonchura,fringilloides,16.375,-999
Aves,Lonchura,fuscans,9.5,-999
Aves,Lonchura,fuscata,20.7,-999
Aves,Lonchura,grandis,13.75,-999
Aves,Lonchura,kelaarti,14.1,-999
Aves,Lonchura,leucogastra,11.45,-999
Aves,Lonchura,leucogastroides,11.525,-999
Aves,Lonchura,leucosticta,8.75,-999
Aves,Lonchura,maja,12.5,-999
Aves,Lonchura,malacca,12.6,-999
Aves,Lonchura,melaena,12,-999
Aves,Lonchura,molucca,12,-999
Aves,Lonchura,nevermanni,11.2,-999
Aves,Lonchura,nigriceps,9.3,-999
Aves,Lonchura,oryzivora,24.8,6
Aves,Lonchura,pallida,-999,-999
Aves,Lonchura,punctulata,14,10
Aves,Lonchura,spectabilis,9.65,-999
Aves,Lonchura,striata,12.3,10
Aves,Lonchura,stygia,11.1,-999
Aves,Lonchura,tristissima,8.75,-999
Aves,Mandingoa,nitidula,9.6,-999
Aves,Neochmia,modesta,13.1,-999
Aves,Neochmia,phaeton,9.7,-999
Aves,Neochmia,ruficauda,10.6,-999
Aves,Neochmia,temporalis,11.45,-999
Aves,Nesocharis,ansorgei,8.375,-999
Aves,Nesocharis,capistrata,11.8,-999
Aves,Nesocharis,shelleyi,7.6,-999
Aves,Nigrita,bicolor,10.475,-999
Aves,Nigrita,canicapillus,18.7,-999
Aves,Nigrita,fusconotus,8.875,-999
Aves,Nigrita,luteifrons,13.2,-999
Aves,Odontospiza,caniceps,14.1,-999
Aves,Oreostruthus,fuliginosus,18.45,-999
Aves,Ortygospiza,atricollis,10.75,-999
Aves,Paludipasser,locustella,-999,-999
Aves,Parmoptila,jamesoni,9.5,-999
Aves,Parmoptila,rubrifrons,9.4,-999
Aves,Parmoptila,woodhousei,9.45,-999
Aves,Poephila,acuticauda,14,-999
Aves,Poephila,cincta,14.95,-999
Aves,Poephila,personata,13.375,-999
Aves,Pyrenestes,minor,-999,-999
Aves,Pyrenestes,ostrinus,22.3,-999
Aves,Pyrenestes,sanguineus,19.5,-999
Aves,Pytilia,afra,16.525,-999
Aves,Pytilia,hypogrammica,14.475,-999
Aves,Pytilia,lineata,14.4,-999
Aves,Pytilia,melba,15.425,-999
Aves,Pytilia,phoenicoptera,14.45,-999
Aves,Spermophaga,haematina,22.6,-999
Aves,Spermophaga,poliogenys,20.2,-999
Aves,Spermophaga,ruficapilla,23.65,-999
Aves,Stagonopleura,bella,14,-999
Aves,Stagonopleura,guttata,17.6,-999
Aves,Stagonopleura,oculata,13,-999
Aves,Taeniopygia,bichenovii,9.5,-999
Aves,Taeniopygia,guttata,11.93333333,13.25
Aves,Uraeginthus,angolensis,10,-999
Aves,Uraeginthus,bengalus,9.9,-999
Aves,Uraeginthus,cyanocephalus,9.775,-999
Aves,Uraeginthus,granatinus,11.8,-999
Aves,Uraeginthus,ianthinogaster,14.1,-999
Aves,Calyptomena,hosii,100.25,-999
Aves,Calyptomena,viridis,59.4,-999
Aves,Calyptomena,whiteheadi,156.5,-999
Aves,Corydon,sumatranus,140,-999
Aves,Cymbirhynchus,macrorhynchos,59.4,-999
Aves,Eurylaimus,javanicus,78.125,-999
Aves,Eurylaimus,ochromalus,33.325,-999
Aves,Neodrepanis,coruscans,6.625,-999
Aves,Neodrepanis,hypoxantha,7.05,-999
Aves,Philepitta,castanea,35.65,-999
Aves,Philepitta,schlegeli,27.55,-999
Aves,Psarisomus,dalhousiae,67,-999
Aves,Pseudocalyptomena,graueri,31.45,-999
Aves,Sapayoa,aenigma,20.8,-999
Aves,Sarcophanops,samarensis,37.45,-999
Aves,Sarcophanops,steerii,39.05,-999
Aves,Serilophus,lunatus,34,-999
Aves,Smithornis,capensis,23.475,-999
Aves,Smithornis,rufolateralis,18.4,-999
Aves,Smithornis,sharpei,37.5,-999
Aves,Chamaeza,campanisona,95,-999
Aves,Chamaeza,meruloides,69,-999
Aves,Chamaeza,mollissima,72.25,-999
Aves,Chamaeza,nobilis,123,-999
Aves,Chamaeza,ruficauda,70.475,-999
Aves,Chamaeza,turdina,70.475,-999
Aves,Formicarius,analis,61.925,-999
Aves,Formicarius,colma,47.25,-999
Aves,Formicarius,moniliger,61.925,-999
Aves,Formicarius,nigricapillus,56.2,-999
Aves,Formicarius,rufifrons,55.5,-999
Aves,Formicarius,rufipectus,74.7,-999
Aves,Acanthis,flammea,13,10.67
Aves,Acanthis,hornemanni,14.3,4.6
Aves,Akialoa,ellisiana,27.5,-999
Aves,Akialoa,obscura,27.5,-999
Aves,Bucanetes,githagineus,19,-999
Aves,Bucanetes,mongolicus,21.9,-999
Aves,Carduelis,carduelis,16,14.08333333
Aves,Carduelis,citrinella,12.9,5.67
Aves,Carduelis,corsicana,12.9,5.67
Aves,Carpodacus,davidianus,19.225,-999
Aves,Carpodacus,dubius,32.75,-999
Aves,Carpodacus,edwardsii,26.5,-999
Aves,Carpodacus,erythrinus,24.25,9
Aves,Carpodacus,formosanus,22.15,-999
Aves,Carpodacus,grandis,36,-999
Aves,Carpodacus,pulcherrimus,19.225,-999
Aves,Carpodacus,puniceus,49.1,-999
Aves,Carpodacus,rhodochlamys,36,-999
Aves,Carpodacus,rodochroa,17.875,-999
Aves,Carpodacus,rodopeplus,23,-999
Aves,Carpodacus,roseus,28,-999
Aves,Carpodacus,rubicilla,43.1,-999
Aves,Carpodacus,rubicilloides,42.05,-999
Aves,Carpodacus,sibiricus,17,-999
Aves,Carpodacus,sipahi,39.875,-999
Aves,Carpodacus,stoliczkae,21.3,-999
Aves,Carpodacus,subhimachalus,47,-999
Aves,Carpodacus,synoicus,21.3,-999
Aves,Carpodacus,thura,32.75,-999
Aves,Carpodacus,verreauxii,23,-999
Aves,Carpodacus,vinaceus,22.15,-999
Aves,Carpodacus,waltoni,19.225,-999
Aves,Chloris,ambigua,-999,-999
Aves,Chloris,chloris,27.65,13
Aves,Chloris,monguilloti,18.15,-999
Aves,Chloris,sinica,19.6,-999
Aves,Chloris,spinoides,18.15,-999
Aves,Chlorodrepanis,flava,13.025,-999
Aves,Chlorodrepanis,stejnegeri,16.9,9
Aves,Chlorodrepanis,virens,13.35,10.125
Aves,Chlorophonia,callophrys,25.725,-999
Aves,Chlorophonia,cyanea,14,-999
Aves,Chlorophonia,flavirostris,11,-999
Aves,Chlorophonia,occipitalis,25.8,-999
Aves,Chlorophonia,pyrrhophrys,17.5,-999
Aves,Coccothraustes,abeillei,48.45,-999
Aves,Coccothraustes,coccothraustes,56.05,12.58333333
Aves,Crithagra,albogularis,25.3,-999
Aves,Crithagra,ankoberensis,14.9,-999
Aves,Crithagra,atrogularis,11.3,-999
Aves,Crithagra,buchanani,23.8,-999
Aves,Crithagra,burtoni,30.5,-999
Aves,Crithagra,canicapilla,16,-999
Aves,Crithagra,citrinelloides,13,-999
Aves,Crithagra,citrinipectus,11.2,-999
Aves,Crithagra,donaldsoni,23.8,-999
Aves,Crithagra,dorsostriata,15.7,-999
Aves,Crithagra,flaviventris,16.3,-999
Aves,Crithagra,frontalis,12.775,-999
Aves,Crithagra,gularis,16,-999
Aves,Crithagra,hyposticta,13,-999
Aves,Crithagra,koliensis,13.7,-999
Aves,Crithagra,leucoptera,22.1,-999
Aves,Crithagra,leucopygia,10.8,-999
Aves,Crithagra,melanochroa,30.5,-999
Aves,Crithagra,mennelli,15.3,-999
Aves,Crithagra,mozambica,11.825,-999
Aves,Crithagra,reichardi,15.775,-999
Aves,Crithagra,reichenowi,11.2,-999
Aves,Crithagra,rothschildi,11.4,-999
Aves,Crithagra,rufobrunnea,28,-999
Aves,Crithagra,scotops,14.7,-999
Aves,Crithagra,striolata,22.4,-999
Aves,Crithagra,sulphurata,23.75,-999
Aves,Crithagra,symonsi,15.15,-999
Aves,Crithagra,totta,13.4,-999
Aves,Crithagra,tristriata,15.8,-999
Aves,Crithagra,whytii,21.4,-999
Aves,Crithagra,xantholaema,11.8,-999
Aves,Crithagra,xanthopygia,11.3,-999
Aves,Eophona,migratoria,48,-999
Aves,Eophona,personata,80,-999
Aves,Euphonia,affinis,10.65,-999
Aves,Euphonia,anneae,15.15,-999
Aves,Euphonia,cayennensis,14.3,-999
Aves,Euphonia,chalybea,19.5,-999
Aves,Euphonia,chlorotica,11.15,-999
Aves,Euphonia,chrysopasta,14,-999
Aves,Euphonia,concinna,10.5,-999
Aves,Euphonia,cyanocephala,14.55,-999
Aves,Euphonia,elegantissima,15.025,-999
Aves,Euphonia,finschi,10.75,-999
Aves,Euphonia,fulvicrissa,11.55,-999
Aves,Euphonia,gouldi,14,-999
Aves,Euphonia,hirundinacea,15.2,-999
Aves,Euphonia,imitans,14,-999
Aves,Euphonia,jamaica,16.8,-999
Aves,Euphonia,laniirostris,15,-999
Aves,Euphonia,luteicapilla,13.1,-999
Aves,Euphonia,mesochrysa,13.5,-999
Aves,Euphonia,minuta,10,-999
Aves,Euphonia,musica,14.7,-999
Aves,Euphonia,pectoralis,15.45,-999
Aves,Euphonia,plumbea,9.1,-999
Aves,Euphonia,rufiventris,15.5,-999
Aves,Euphonia,saturata,16.1,-999
Aves,Euphonia,trinitatis,12.7,-999
Aves,Euphonia,violacea,14.875,-999
Aves,Euphonia,xanthogaster,13,-999
Aves,Fringilla,coelebs,22.625,29
Aves,Fringilla,montifringilla,22.925,14.75
Aves,Fringilla,teydea,30.175,-999
Aves,Haemorhous,cassinii,27.475,7
Aves,Haemorhous,mexicanus,21.4,11.6
Aves,Haemorhous,purpureus,25.23333333,11.8
Aves,Hemignathus,lucidus,25,-999
Aves,Hemignathus,wilsoni,28,13
Aves,Hesperiphona,abeillei,48.4,-999
Aves,Hesperiphona,vespertina,59.5,15.3
Aves,Himatione,fraithii,14.4,6.416666667
Aves,Himatione,sanguinea,14.4,6.416666667
Aves,Leucosticte,arctoa,29.825,6.15
Aves,Leucosticte,atrata,27,6.6
Aves,Leucosticte,australis,28.7,5.916666667
Aves,Leucosticte,brandti,30.25,-999
Aves,Leucosticte,nemoricola,22.75,-999
Aves,Leucosticte,tephrocotis,32.6,6.591666667
Aves,Linaria,cannabina,18.95,9.408333333
Aves,Linaria,flavirostris,15.4,6.083166667
Aves,Linaria,johannis,13.4,-999
Aves,Linaria,yemenensis,14.3,-999
Aves,Linurgus,olivaceus,21.3,-999
Aves,Loxia,curvirostra,39.5,8
Aves,Loxia,leucoptera,29.8,4
Aves,Loxia,megaplaga,29.6,4
Aves,Loxia,pytyopsittacus,53.25,6
Aves,Loxia,scotica,40.925,8
Aves,Loxioides,bailleui,37.85,13
Aves,Loxops,caeruleirostris,10.95,-999
Aves,Loxops,coccineus,10.5,10
Aves,Magumma,parva,9.75,9.5
Aves,Manucerthia,mana,14.425,-999
Aves,Melamprosops,phaeosoma,25.5,9.25
Aves,Mycerobas,affinis,72,-999
Aves,Mycerobas,carnipes,59.575,-999
Aves,Mycerobas,icterioides,61.3,-999
Aves,Mycerobas,melanozanthos,74,-999
Aves,Oreomystis,bairdi,14.5,-999
Aves,Palmeria,dolei,26.2,9.2
Aves,Paroreomyza,montana,13.15,-999
Aves,Pinicola,enucleator,57,9.725
Aves,Procarduelis,nipalensis,22.3,-999
Aves,Pseudonestor,xanthophrys,22.25,-999
Aves,Psittirostra,psittacea,-999,-999
Aves,Pyrrhoplectes,epauletta,19,-999
Aves,Pyrrhula,aurantiaca,20,-999
Aves,Pyrrhula,erythaca,19.75,-999
Aves,Pyrrhula,erythrocephala,22.5,-999
Aves,Pyrrhula,leucogenis,19,-999
Aves,Pyrrhula,murina,27,17.5
Aves,Pyrrhula,nipalensis,24.55,-999
Aves,Pyrrhula,pyrrhula,25.7,17.5
Aves,Rhodopechys,alienus,38.8,-999
Aves,Rhodopechys,sanguineus,38.8,-999
Aves,Rhodospiza,obsoleta,25.3,-999
Aves,Rhynchostruthus,louisae,30.35,-999
Aves,Rhynchostruthus,percivali,30.375,-999
Aves,Rhynchostruthus,socotranus,30.375,-999
Aves,Serinus,alario,12,-999
Aves,Serinus,canaria,21,24
Aves,Serinus,canicollis,15.2,-999
Aves,Serinus,flavivertex,14.85,-999
Aves,Serinus,nigriceps,-999,-999
Aves,Serinus,pusillus,11.725,-999
Aves,Serinus,serinus,11.95,8.666666667
Aves,Serinus,syriacus,11.7,6.917
Aves,Spinus,atrata,16.1,-999
Aves,Spinus,atriceps,13.5,-999
Aves,Spinus,barbata,15.95,-999
Aves,Spinus,crassirostris,19,-999
Aves,Spinus,cucullata,8.9,-999
Aves,Spinus,dominicensis,12.6,-999
Aves,Spinus,lawrencei,10.8,-999
Aves,Spinus,magellanica,13.55,-999
Aves,Spinus,notata,10.9,-999
Aves,Spinus,pinus,13.05,9.4
Aves,Spinus,psaltria,9.115,5.7
Aves,Spinus,spinescens,11.3,-999
Aves,Spinus,spinus,13.5,13.5
Aves,Spinus,thibetana,10.75,-999
Aves,Spinus,tristis,12.8,10.70833333
Aves,Spinus,uropygialis,14,-999
Aves,Spinus,xanthogastra,12.5,-999
Aves,Telespiza,cantans,33.3,11.5
Aves,Telespiza,ultima,24.5,12
Aves,Vestiaria,coccinea,17.5,8.75
Aves,Acrobatornis,fonsecai,13.6,-999
Aves,Anabacerthia,amaurotis,19.2,-999
Aves,Anabacerthia,striaticollis,24.8,-999
Aves,Anabacerthia,variegaticeps,27.8,-999
Aves,Anabazenops,dorsalis,35.4,-999
Aves,Ancistrops,strigilatus,35.9,-999
Aves,Anumbius,annumbi,41.5,-999
Aves,Aphrastura,spinicauda,11.325,-999
Aves,Asthenes,anthoides,22.6,-999
Aves,Asthenes,arequipae,16.325,-999
Aves,Asthenes,baeri,17.9,-999
Aves,Asthenes,coryi,16.65,-999
Aves,Asthenes,dorbignyi,16.325,-999
Aves,Asthenes,flammulata,22.25,-999
Aves,Asthenes,fuliginosa,18.3,-999
Aves,Asthenes,griseomurina,17.425,-999
Aves,Asthenes,harterti,12.95,-999
Aves,Asthenes,helleri,15.225,-999
Aves,Asthenes,heterura,13.5,-999
Aves,Asthenes,huancavelicae,16.325,-999
Aves,Asthenes,hudsoni,-999,-999
Aves,Asthenes,humilis,21.05,-999
Aves,Asthenes,luizae,28,-999
Aves,Asthenes,maculicauda,19,-999
Aves,Asthenes,modesta,17.025,-999
Aves,Asthenes,moreirae,10.5,-999
Aves,Asthenes,ottonis,13,-999
Aves,Asthenes,palpebralis,17,-999
Aves,Asthenes,perijana,18.5,-999
Aves,Asthenes,pudibunda,15,-999
Aves,Asthenes,pyrrholeuca,13.05,-999
Aves,Asthenes,sclateri,20.55,-999
Aves,Asthenes,urubambensis,16,-999
Aves,Asthenes,vilcabambae,20.225,-999
Aves,Asthenes,virgata,22,-999
Aves,Asthenes,wyatti,15.2,-999
Aves,Automolus,infuscatus,33.05,-999
Aves,Automolus,lammi,34.375,-999
Aves,Automolus,leucophthalmus,34.375,-999
Aves,Automolus,melanopezus,31.1,-999
Aves,Automolus,ochrolaemus,37.6,-999
Aves,Automolus,paraensis,33.05,-999
Aves,Automolus,rubiginosus,38.9,-999
Aves,Automolus,rufipectus,38.9,-999
Aves,Automolus,rufipileatus,34.75,-999
Aves,Berlepschia,rikeri,36.875,-999
Aves,Campylorhamphus,falcularius,40.8,-999
Aves,Campylorhamphus,procurvoides,33.225,-999
Aves,Campylorhamphus,pusillus,40.5,-999
Aves,Campylorhamphus,trochilirostris,37.15,-999
Aves,Certhiaxis,cinnamomeus,14.95,-999
Aves,Certhiaxis,mustelinus,15,-999
Aves,Cinclodes,albidiventris,29.925,-999
Aves,Cinclodes,albiventris,29.925,-999
Aves,Cinclodes,antarcticus,63.575,-999
Aves,Cinclodes,aricomae,57,-999
Aves,Cinclodes,atacamensis,52.975,-999
Aves,Cinclodes,comechingonus,28.5,-999
Aves,Cinclodes,excelsior,64,-999
Aves,Cinclodes,fuscus,29.925,-999
Aves,Cinclodes,nigrofumosus,65,-999
Aves,Cinclodes,olrogi,28,-999
Aves,Cinclodes,oustaleti,30.6,-999
Aves,Cinclodes,pabsti,53,-999
Aves,Cinclodes,palliatus,104,-999
Aves,Cinclodes,patagonicus,35.525,-999
Aves,Cinclodes,taczanowskii,64.5,-999
Aves,Clibanornis,dendrocolaptoides,47.725,-999
Aves,Coryphistera,alaudina,29.75,-999
Aves,Cranioleuca,albicapilla,21.45,-999
Aves,Cranioleuca,albiceps,17.75,-999
Aves,Cranioleuca,antisiensis,16.825,-999
Aves,Cranioleuca,baroni,21.825,-999
Aves,Cranioleuca,curtata,17.675,-999
Aves,Cranioleuca,demissa,15.3,-999
Aves,Cranioleuca,dissita,15.7,-999
Aves,Cranioleuca,erythrops,16.9,-999
Aves,Cranioleuca,gutturata,14.9,-999
Aves,Cranioleuca,hellmayri,15,-999
Aves,Cranioleuca,marcapatae,19.8,-999
Aves,Cranioleuca,muelleri,14.5,-999
Aves,Cranioleuca,obsoleta,13.7,-999
Aves,Cranioleuca,pallida,11.5,-999
Aves,Cranioleuca,pyrrhophia,14.95,-999
Aves,Cranioleuca,semicinerea,15.125,-999
Aves,Cranioleuca,subcristata,14.6,-999
Aves,Cranioleuca,sulphurifera,13.375,-999
Aves,Cranioleuca,vulpecula,17.35,-999
Aves,Cranioleuca,vulpina,15.7,-999
Aves,Deconychura,longicauda,23.8,-999
Aves,Deconychura,stictolaema,18,-999
Aves,Dendrexetastes,rufigula,69.6,-999
Aves,Dendrocincla,anabatina,34.425,-999
Aves,Dendrocincla,fuliginosa,40.725,11.41666667
Aves,Dendrocincla,homochroa,36.8,-999
Aves,Dendrocincla,merula,49.5,-999
Aves,Dendrocincla,turdina,38.85,11.41666667
Aves,Dendrocincla,tyrannina,54.9,-999
Aves,Dendrocolaptes,certhia,69.725,-999
Aves,Dendrocolaptes,hoffmannsi,81.5,-999
Aves,Dendrocolaptes,picumnus,85.375,-999
Aves,Dendrocolaptes,platyrostris,60.725,-999
Aves,Dendrocolaptes,sanctithomae,67.8,-999
Aves,Dendroplex,kienerii,39.5,-999
Aves,Dendroplex,picus,39.5,-999
Aves,Drymornis,bridgesii,94,-999
Aves,Drymotoxeres,pucheranii,70.5,-999
Aves,Furnarius,cinnamomeus,54.8,-999
Aves,Furnarius,cristatus,25.5,-999
Aves,Furnarius,figulus,28,-999
Aves,Furnarius,leucopus,54.8,-999
Aves,Furnarius,longirostris,54.8,-999
Aves,Furnarius,minor,26,-999
Aves,Furnarius,rufus,45,-999
Aves,Furnarius,torridus,52.5,-999
Aves,Geocerthia,serrana,48.7,-999
Aves,Geositta,antarctica,37,-999
Aves,Geositta,crassirostris,55.8,-999
Aves,Geositta,cunicularia,28.2,-999
Aves,Geositta,isabellina,43,-999
Aves,Geositta,maritima,16.5,-999
Aves,Geositta,peruviana,20.95,-999
Aves,Geositta,poeciloptera,18,-999
Aves,Geositta,punensis,25.9,-999
Aves,Geositta,rufipennis,33.125,-999
Aves,Geositta,saxicolina,33,-999
Aves,Geositta,tenuirostris,32.6875,-999
Aves,Glyphorynchus,spirurus,14.55,-999
Aves,Gyalophylax,hellmayri,25.5,-999
Aves,Heliobletus,contaminatus,14,-999
Aves,Hellmayrea,gularis,12.45,-999
Aves,Hylexetastes,brigidai,96,-999
Aves,Hylexetastes,perrotii,96,-999
Aves,Hylexetastes,stresemanni,111,-999
Aves,Hylexetastes,uniformis,96,-999
Aves,Hylocryptus,erythrocephalus,46.5,-999
Aves,Hylocryptus,rectirostris,47.75,-999
Aves,Hyloctistes,subulatus,28.8,-999
Aves,Hyloctistes,virgatus,28.8,-999
Aves,Lepidocolaptes,affinis,35,6.083333333
Aves,Lepidocolaptes,albolineatus,20.65,-999
Aves,Lepidocolaptes,angustirostris,32,-999
Aves,Lepidocolaptes,falcinellus,28.05,-999
Aves,Lepidocolaptes,lacrymiger,32.6,6.083333333
